USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           692     1    9212   1812 SyS_epoll_wait      0 S lmkd
system         693     1   10656   2328 SyS_epoll_wait      0 S performanced
root           694     1   17944   2988 binder_wait_for_work 0 S thermalserviced
system         695     1   14872   2068 binder_wait_for_work 0 S virtual_touchpad
system         696     1   22932   2500 do_sigtimedwait     0 S pm-service
nobody         698     1   18484   1820 poll_schedule_timeout 0 S rmt_storage
root           699     1    9968   1700 poll_schedule_timeout 0 S msm_irqbalance
root           700     2       0      0 cpufreq_sched_thread 0 S [kschedfreq:0]
shell          709     1   16044    820 poll_schedule_timeout 0 S adbd
system         710     1   16812   2092 hrtimer_nanosleep   0 S pm-proxy
audioserver    711     1   54608   8788 binder_wait_for_work 0 S audioserver
cameraserver   717     1   22380   7036 binder_wait_for_work 0 S cameraserver
drm            718     1   17460   6164 binder_wait_for_work 0 S drmserver
root           719     1   20768   3856 binder_wait_for_work 0 S installd
keystore       720     1   19144   4144 binder_wait_for_work 0 S keystore
media          722     1   10480   3220 binder_wait_for_work 0 S mediadrmserver
mediaex        724     1 2161384  11132 binder_wait_for_work 0 S media.extractor
media          726     1 2128864   6756 binder_wait_for_work 0 S media.metrics
media          727     1   59968   9620 binder_wait_for_work 0 S mediaserver
root           730     1   17104   2484 binder_wait_for_work 0 S storaged
wifi           731     1   15232   3816 SyS_epoll_wait      0 S wificond
mediacodec     733     1   44696   8080 binder_wait_for_work 0 S media.codec
root           734     1  110944   4300 sigsuspend          0 S thermal-engine
media          735     1   13172   1600 poll_schedule_timeout 0 S adsprpcd
system         736     1   11808   2068 poll_schedule_timeout 0 S imsqmidaemon
radio          739     1   13308   1776 futex_wait_queue_me 0 S port-bridge
radio          740     1  105812   5552 __skb_recv_datagram 0 S netmgrd
radio          741     1   87224  13596 binder_wait_for_work 0 S rild
system         743     1   15416   3476 binder_wait_for_work 0 S gatekeeperd
tombstoned     744     1    9060   1520 SyS_epoll_wait      0 S tombstoned
root           745     1   18308   4712 SyS_epoll_wait      0 S update_engine
system         746     1   13340   2472 binder_wait_for_work 0 S android.hardware.biometrics.fingerprint@2.1-service
root           748     1    8488   1372 do_sigtimedwait     0 S nanohub_slpi
system         750     1   21124   3284 SyS_epoll_wait      0 S cnd
system         753     1   17020   2572 poll_schedule_timeout 0 S cnss-daemon
gps            754     1   12924   1884 sigsuspend          0 S loc_launcher
root           762     2       0      0 rescuer_thread      0 S [DS]
system         763     1   15260   2876 poll_schedule_timeout 0 S imsdatadaemon
root           869     2       0      0 do_hotplug          0 S [msm_thermal:hot]
root           870     2       0      0 do_freq_mitigation  0 S [msm_thermal:fre]
root           872     2       0      0 do_thermal_monitor  0 S [msm_thermal:the]
system         881   651 4678204 349944 SyS_epoll_wait      0 S system_server
root           958     2       0      0 rescuer_thread      0 S [SSM_RTR_MODEM_A]
root           959     2       0      0 rescuer_thread      0 S [mpss_IPCRTR]
root           984     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root           986     2       0      0 worker_thread       0 S [kworker/u8:9]
root          1001     2       0      0 rescuer_thread      0 S [LOOPBACK]
root          1060     2       0      0 rescuer_thread      0 S [qmi_hndl0000000]
root          1153     2       0      0 rescuer_thread      0 S [DATA1]
root          1154     2       0      0 rescuer_thread      0 S [DATA2]
root          1155     2       0      0 rescuer_thread      0 S [DATA3]
root          1158     2       0      0 rescuer_thread      0 S [DATA4]
root          1159     2       0      0 rescuer_thread      0 S [DATA11]
gps           1194   754   23144   3212 futex_wait_queue_me 0 S lowi-server
gps           1195   754   31604   5880 poll_schedule_timeout 0 S slim_daemon
gps           1196   754   29424   5956 __skb_recv_datagram 0 S xtra-daemon
bluetooth     1198   651 4343216  54956 SyS_epoll_wait      0 S com.android.bluetooth
root          1223     2       0      0 rescuer_thread      0 S [ipawq48]
root          1225     2       0      0 rescuer_thread      0 S [iparepwq48]
root          1226     2       0      0 wlan_logging_thread 0 S [wlan_logging_th]
root          1227     2       0      0 VosWDThread         0 S [VosWDThread]
root          1228     2       0      0 VosMCThread         0 S [VosMCThread]
root          1229     2       0      0 VosTlshimRxThread   0 S [VosTlshimRxThre]
u0_a92        1244   651 4334316  76916 SyS_epoll_wait      0 S com.google.android.inputmethod.pinyin
u0_a20        1258   651 4392452 123124 SyS_epoll_wait      0 S com.android.systemui
webview_zygote 1333    1 1333212  30032 poll_schedule_timeout 0 S webview_zygote32
u0_a79        1411   651 4330108  61820 SyS_epoll_wait      0 S com.ustwo.lwp
system        1478   651 4296044  40720 SyS_epoll_wait      0 S com.quicinc.cne.CNEService
u0_a120       1492   651 4293540  36632 SyS_epoll_wait      0 S com.qualcomm.qti.telephonyservice
radio         1510   651 4344592  66780 SyS_epoll_wait      0 S com.android.phone
wifi          1618     1   17076   5132 poll_schedule_timeout 0 S wpa_supplicant
bluetooth     1801     1   17412   1748 poll_schedule_timeout 0 S wcnss_filter
root          1932     2       0      0 irq_thread          0 S [irq/19-408000.q]
root          1935     1   16436   1664 futex_wait_queue_me 0 S perfd
u0_a35        1954   651 4412504 108500 SyS_epoll_wait      0 S com.google.android.gms.persistent
u0_a26        1969   651 4346456  45232 SyS_epoll_wait      0 S com.google.android.googlequicksearchbox:interactor
nfc           1984   651 4316472  50672 SyS_epoll_wait      0 S com.android.nfc
radio         1997   651 4293848  41984 SyS_epoll_wait      0 S com.android.ims.rcsservice
radio         2007   651 4299164  38064 SyS_epoll_wait      0 S com.qualcomm.qti.rcsbootstraputil
system        2025   651 4293576  35148 SyS_epoll_wait      0 S com.google.SSRestartDetector
u0_a47        2082   651 4373132 107672 SyS_epoll_wait      0 S com.google.android.apps.nexuslauncher
u0_a35        2100   651 4298056  40964 SyS_epoll_wait      0 S com.google.process.gservices
u0_a70        2115   651 4303604  45036 SyS_epoll_wait      0 S com.google.vr.vrcore
u0_a26        2197   651 4411636  98832 SyS_epoll_wait      0 S com.google.android.googlequicksearchbox:search
u0_a35        2243   651 4518492  98216 SyS_epoll_wait      0 S com.google.android.gms
u0_a69        2791   651 4350952  56580 SyS_epoll_wait      0 S com.google.android.apps.messaging:rcs
u0_a12        2841   651 4344044  54512 SyS_epoll_wait      0 S com.google.android.ims
system        3619   651 4296924  36936 SyS_epoll_wait      0 S com.qualcomm.telephony
radio         3637   651 4293200  35004 SyS_epoll_wait      0 S com.qualcomm.qcrilmsgtunnel
system        3656     1   18424   2632 futex_wait_queue_me 0 S ATFWD-daemon
u0_a122       3770   651 4292028  36272 SyS_epoll_wait      0 S me.twrp.twrpapp
u0_a6         4334   651 4298044  44600 SyS_epoll_wait      0 S com.google.android.apps.gcs
u0_a8         4470   651 4321704 225940 SyS_epoll_wait      0 S com.verizon.mips.services
u0_a49        4730   651 4306720  49424 SyS_epoll_wait      0 S com.google.android.setupwizard
root          4799     2       0      0 worker_thread       0 S [kworker/1:5]
root          4948     2       0      0 worker_thread       0 S [kworker/1:6]
root          4949     2       0      0 worker_thread       0 S [kworker/1:7]
root          5109     2       0      0 worker_thread       0 S [kworker/2:5]
root          5110     2       0      0 worker_thread       0 S [kworker/2:6]
root          5340     2       0      0 worker_thread       0 S [kworker/0:2]
u0_a35        5482   651 4296620  40752 SyS_epoll_wait      0 S com.google.process.gapps
u0_a35        5510   651 4361480  66420 SyS_epoll_wait      0 S com.google.android.gms.unstable
u0_a35        5562   651 4343324  54628 SyS_epoll_wait      0 S com.google.android.gms.feedback
u0_a58        5867   651 4318440  47060 SyS_epoll_wait      0 S com.google.android.dialer
u0_a102       5884   651 4436476  78540 SyS_epoll_wait      0 S com.google.android.youtube
u0_a115       5899   651 4328028  47276 SyS_epoll_wait      0 S com.google.android.apps.photos
u0_a83        6062   652 1670584  46160 SyS_epoll_wait      0 S com.google.android.videos
u0_a17        6173   651 4295860  48124 SyS_epoll_wait      0 S android.process.acore
u0_a57        6207   651 4306336  45984 SyS_epoll_wait      0 S com.google.android.contacts
root          6342     2       0      0 worker_thread       0 S [kworker/3:4]
root          6387     2       0      0 worker_thread       0 S [kworker/u8:4]
root          6388     2       0      0 worker_thread       0 S [kworker/2:1]
root          6389     2       0      0 worker_thread       0 S [kworker/1:0]
root          6414     2       0      0 worker_thread       0 S [kworker/0:0]
root          6417     2       0      0 worker_thread       0 S [kworker/u8:5]
root          6418     2       0      0 worker_thread       0 S [kworker/u8:6]
root          6446     2       0      0 worker_thread       0 S [kworker/3:3]
root          6469     2       0      0 worker_thread       0 S [kworker/2:2]
root          6484     2       0      0 worker_thread       0 S [kworker/0:4]
root          6506     2       0      0 worker_thread       0 S [kworker/2:3]
root          6515     2       0      0 worker_thread       0 S [kworker/3:1]
root          6520     2       0      0 worker_thread       0 S [kworker/u8:3]
root          6522     2       0      0 worker_thread       0 S [kworker/u8:7]
root          6523     2       0      0 worker_thread       0 S [kworker/u8:10]
root          6524     2       0      0 worker_thread       0 S [kworker/u8:11]
root          6525     2       0      0 worker_thread       0 S [kworker/u8:12]
root          6526     2       0      0 worker_thread       0 S [kworker/u8:13]
root          6527     2       0      0 worker_thread       0 S [kworker/u8:14]
root          6528     2       0      0 worker_thread       0 S [kworker/u8:15]
root          6530     2       0      0 worker_thread       0 S [kworker/u8:16]
root          6531     2       0      0 worker_thread       0 S [kworker/u8:17]
root          6533     2       0      0 cpufreq_sched_thread 0 S [kschedfreq:2]
root          6535     2       0      0 worker_thread       0 S [kworker/1:1]
root          6536     2       0      0 worker_thread       0 S [kworker/1:2]
root          6537     2       0      0 worker_thread       0 S [kworker/1:3]
root          6543     2       0      0 worker_thread       0 S [kworker/1:4]
u0_a11        6555   651 4293508  40480 SyS_epoll_wait      0 S android.process.media
root          6582     2       0      0 worker_thread       0 S [kworker/0:5]
root          6590     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
root          6591     2       0      0 kthread_worker_fn   0 S [tty_worker_thre]
shell         6592   709    9240   1840 __skb_recv_datagram 784ed71f04 S logcat
u0_a75        6618   651 4338972  74852 SyS_epoll_wait      0 S com.google.android.inputmethod.latin
root          6673     2       0      0 worker_thread       0 S [kworker/u8:18]
u0_a74        6708   651 4380104  65908 SyS_epoll_wait      0 S com.google.android.apps.maps
shell         6764   709   10544   1952 0          7ae6737ea4 R ps
